date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2026-09-11 13:37:45+00:00;272701;;Поступашки - Вакансии, Мемы, Задачи;1700653489;;-1;**Стартовал ХАКАТОН по аналитике — кейс уже выложили**  Товарищи, подходит к концу **открытая неделя основного курса **[**«Аналитика ПРО»**](https://old.postypashki.ru/%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B5-%D0%BA%D1%83%D1%80%D1%81%D1%8B/%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D1%85%D0%B0%D1%80%D0%B4/).  Эту неделю мы назвали [**«Аналитика вне SQL»**](https://t.me/postypashki_old/1887?single) и посвятили тому, как аналитик работает с продуктом и бизнесом: решает неструктурированные задачи, принимает решения, проходит собеседования и растёт дальше.  ⏩**А сейчас финальная практика — хакатон по реальной продуктовой задаче.**   Вам не говорят: «посчитай вот эту метрику». Есть проблема бизнеса, а дальше нужно самим понять, **что происходит, что проверить и какое решение предложить**. У вас есть чуть больше суток, чтобы собрать команду, решить кейс и отправить решение **до завтра, 20:59**. Призовой фонд — **30 000 ₽**. ** Проверяется всё сразу:** как вы работаете с данными, выбираете метрики, формулируете гипотезы и приходите к выводу. Где-то пригодятся SQL/Python и статистика, где-то — логика, продуктовый взгляд и умение работать с неполной информацией.  Именно такую связку хардов и продуктового мышления потом проверяют и в работе, и на собеседованиях. Например, в Авито на собесах смотрят не только на матчасть, но и на то, **как кандидат раскрывает задачу и приходит к решению**.  Поэтому хакатон — ещё и **бесплатная проверка своего уровня**. **🔵****Только начинаете?** Приходите попробовать реальную задачу и понять, что у вас уже получается, а что ещё стоит подтянуть. 🔵**Уже работаете аналитиком?** Проверьте себя на более сложной задаче и посмотрите, готовы ли вы брать больше ответственности и двигаться к следующему грейду.  Мы проверим решения команд и дадим **общую обратную связь по сильным сторонам и типичным ошибкам**. На выходе будет понятнее, **где вы сейчас и что стоит прокачать дальше**.  ⏩ **Как участвовать:** собрать команду из 5 человек → получить кейс → подготовить решение → отправить его **до 12 сентября, 20:59**. 13 сентября победители разберут свои решения на финальной встрече, а мы дадим фидбэк по всей неделе и всем кейсам.  **Кейс, условия и участие:** https://t.me/+j_RdPEr7JudjNWM0;1440.0;0;;14833;https://t.me/postypashki_old_chat;0;1;15.0;
2026-09-11 13:25:10+00:00;272698;;Поступашки - Вакансии, Мемы, Задачи;1700653489;;991155399;не знаю в каких именно 🥲 сказали прямо так и называется risk modelling research, вакансии уже нет на сайте, не могу скинуть. только это нашла:;;0;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:19:57+00:00;272697;272696;Поступашки - Вакансии, Мемы, Задачи;1700653489;;1336394179;а в каких именно рисках? их много;;;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:17:21+00:00;272696;;Поступашки - Вакансии, Мемы, Задачи;1700653489;;991155399;Подскажите, кто-то проходил стажировку в сбер в команде risk modeling research или может что-то знает про нее ?;;1;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:12:42+00:00;272695;;Поступашки - Вакансии, Мемы, Задачи;1700653489;;651905810;Ребят, если у кого то был собес в Teza, напишите в лс, пожалуйста;;0;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:11:31+00:00;272694;272693;Поступашки - Вакансии, Мемы, Задачи;1700653489;;5545825742;На гошке и питоне их нет;;;{':thumbs_up:': 2};14833;https://t.me/postypashki_old_chat;2;0;;
2026-09-11 13:10:45+00:00;272693;272692;Поступашки - Вакансии, Мемы, Задачи;1700653489;;625333299;Нету, там только анкеты и экзамен;;;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:09:36+00:00;272692;272691;Поступашки - Вакансии, Мемы, Задачи;1700653489;;293151597;Да, на стажировку Зайди в аккаунт, посмотри, там 3 дня назад должны были появиться тесты Если их нет, значит мб на го и питон нет теста;;;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:08:56+00:00;272691;272689;Поступашки - Вакансии, Мемы, Задачи;1700653489;;625333299;На стажировку ? Почему мне не пришло ничего… я подавался на питон и го;;;;14833;https://t.me/postypashki_old_chat;0;0;;
2026-09-11 13:07:19+00:00;272690;272684;Поступашки - Вакансии, Мемы, Задачи;1700653489;;976310438;собесы ради собесов тренироваться надо);;;;14833;https://t.me/postypashki_old_chat;0;0;;
