date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2026-09-11 10:43:03+00:00;4718;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;💪** Прокачай себя к ВсОШ: бесплатные онлайн-сборы по математике и программированию Яндекса**  Если ты учишься в 7–11 классе и хочешь уверенно войти в олимпиадный сезон, самое время начать. Яндекс запустил сразу два направления подготовки к школьному этапу ВсОШ: по математике и по программированию. Ведут сборы — преподаватели Яндекс Кружка, призеры и победители олимпиад.   Направления:  🔹[**Программирование**](https://yandex.ru/yaintern/olympiads/vsosh-inf?utm_source=telegram&utm_medium=social&utm_campaign=vsosh26&utm_term=postupashki&erid=2SDnjeVGhdD) (1–8 октября). Программа разделена на два курса: для 7–8 классов, кто только начинает знакомиться с олимпиадным программированием, и для 9–11, кто уже в теме. К лекциям прилагаются контесты и видеоразборы, отдельно разберут задачи школьных этапов прошлых лет.  🔹[**Математика**](https://yandex.ru/yaintern/olympiads/vsosh-mat?utm_source=telegram&utm_medium=social&utm_campaign=vsosh26&utm_term=postupashki&erid=2SDnjeVGhdD) (10 сентября – 11 октября). Здесь отдельные программы для каждого класса с 7 по 11, а сложность соответствует уровню первых этапов ВсОШ. Формат: видеоуроки по ключевым олимпиадным темам и задачи с автоматической и ручной проверкой.  В конце каждого курса ждёт пробная олимпиада: она покажет, какие темы стоит подтянуть перед новым сезоном. Участники получат сертификат и доступ к материалам прошлых сборов, а лучшие – фирменный мерч и экскурсию в офис Яндекса.  Присоединяйся к сборам и заложи базу на весь год 🔥;2463;0;;31101;https://t.me/postupashki;0;0;101;
2026-09-08 17:28:53+00:00;4717;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;ℹ️ **Первые отборы этого года!**  Камрады, регистрация на первые отборочные этапы сезона 26-27 по математике уже началась! Поэтому сегодня я предлагаю обсудить особенности каждого из отборов и нововведения этого года. [ ](https://postypashki.ru/олимпиады/олимпиада-юмш/) ➡️ [**Олимпиада ЮМШ**](https://postypashki.ru/олимпиады/олимпиада-юмш/)** (2 уровень)** Первый отборочный этап пройдет уже [**13-го сентября**](https://yumsh.ru/cms/yumsh-olymp/2026-27), регистрация осуществляется через** **[**платформу т-банка**](https://education.tbank.ru/school/events/yumsh-olymp/). Основная специфика тут в следующем: он проходит в дистанционном формате, вам дается достаточно много времени, целых 5 часов, а решить за него нужно всего 5 задачек. Сами задачки непростые (можете оценить[** вариант прошлого года**](https://yumsh.ru/cms/sites/default/files/reshenie_pervogo_otborochnogo_tura.pdf)), чистая классика, но попытаться я вам точно советую! Ну и если вы его завалите, то тут тоже ничего страшного: можно написать второй отбор, который будет в октябре и если вы наберете достаточно баллов на нем, то на закл вы попадете!   **Важно: **будьте осторожны с использованием нейронок и коллективными решениями. Организаторы подходят к проверке серьезно, реально все чекают (с использованием тех же нейросетей это делать очень просто) и банят очень жестко. [ ](https://postypashki.ru/олимпиады/высшая-проба/) ➡️ [**Олимпиада Высшая проба**](https://postypashki.ru/олимпиады/высшая-проба/)** (1 уровень)** Тут советую прямо не откладывать, регистрация закончится уже [**21-го сентября**](https://olymp.hse.ru/mmo/timetable), регистрация осуществляется через личный кабинет ВШЭ, с инструкцией можно познакомиться [**тут**](https://olymp.hse.ru/mmo/instr-reg). Основная специфика этого года в следующем: отбор проходит в дистанционном формате, вам дается всего 45 минут, то есть от отбора прошлого года, когда все написали на 100 баллов благодаря ГПТ это будет отличаться ну прямо очень сильно. То есть тут скорее всего будут не очень сложные задачки, но их будет много и будет прокторинг, поэтому нужно готовиться!   **Важно: **не нужно тянуть с регистрацией! После 21-го числа у вас не будет возможности принять участие, ну и в последний день может быть прямо сильный наплыв и технические траблы, поэтому не тяните и сделайте все заранее.  ➡️ [**Олимпиада ФизТех**](http://postypashki.ru/олимпиады/физтех/)** (1 уровень)** Первый отборочный этап пройдет уже [**10-го октября**](https://olymp-online.mipt.ru/event/449), регистрация осуществляется через[** сайт МФТИ**](https://olymp-online.mipt.ru/pre-reg/) доступна на первый тур она до 10-го октября, но если вы не успели, то ничего страшного - можно будет зарегаться на следующий отбор и написать его. Основная специфика тут в следующем: тоже дистанционно все, вам дается 4 часа, будет скорее всего 10 задачек. Сами задачки скорее на технику, но с учетом первого левла они могут дать и немного классики!  **Важно: **в прошлом году орги отнеслись прямо наплевательски, но в этом году спущена жесткая директива и отбор будет жесткий. То есть тут вам и прокторинг, и нейрочекинг совпадающих ответов, и запись рабочего стола и все прелести.  [ ](https://postypashki.ru/олимпиады/изумруд/) ➡️ [**Олимпиада Изумруд**](https://postypashki.ru/олимпиады/изумруд/)** (3 уровень)** А тут отбор уже начался! Да-да, вы не ослышались, уже можно начать решать задачи, то есть дата начала отбора и начала регистрации совпадают и зарегаться можно будет до самого конца отбора. Регистрация и олимпиада проходят через[ **сайт урфу**](https://dovuz.urfu.ru/olymps/izumrud/registration?ysclid=mtsxrcizh5678181509). На сам отбор вам дается всего 1 час и 10 задачек (микс техники и простой классики). То есть решать нужно прямо достаточно быстро. Прокторинг присутствует, поэтому не жулим! Конечно, кому-то покажется, что если отбор [**длится до 19 января**](https://dovuz.urfu.ru/olymps/izumrud?ysclid=mtsxungycr769852378), то можно не торопиться, но мой вам совет: пока никаких других отборов нет - пишите (вы сейчас свободны, время есть, а через пару месяцев у вас будет жесткий цейтнот).   **Важно: я** вам не советую писать прямо сейчас. На данный момент в одной задаче по геометрии условие неполное, организаторы скорее всего в ближайшее время исправят, но лучше пару недель подождать.  Короче, пока ситуация такая. Обо всех изменениях я буду сообщать вам камрады, ну а если вы хотите видеть подобную подборку для олимпиад по экономике, то срочно следуйте на [**соответствующий канал**](https://t.me/postupashki_economics) ✈️;5898;20;;31101;https://t.me/postupashki;0;0;378;
2026-09-08 09:26:44+00:00;4716;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;**Хочешь стать аналитиком? Подай заявку на олимпиаду DANO**  Попробуй себя в роли аналитика на олимпиаде НИУ ВШЭ и Т-Банка. Тебя ждут: — Тест-драйв профессии до поступления. — Задания, составленные на реальных данных. — Командная работа, как в настоящих исследованиях и аналитических отделах. — Выездной проектный тур для финалистов. — Упрощенный отбор на стажировку в Т-Банке для победителей.  Не страшно, если нет опыта в анализе данных. Хватит школьных знаний по математике и логике. Перед каждым этапом будет обучающий модуль.  Подай заявку до 5 октября [**по** **ссылке**](https://dano.hse.ru/?utm_source=telegram&utm_medium=blg.fix&utm_campaign=edu-dano-cntst_blg_pf_all_tg_fix_postcr_dp_0926_rus_cdev_web_cnl.postupashki&erid=2VtzqxfGW4C);6215;14;;31101;https://t.me/postupashki;0;0;103;
2026-09-04 14:22:32+00:00;4715;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;**Как в регионах теперь учат разработке будущих айтишников**  Камрады, если кто-то из вас в Нижнем Новгороде учится (или планирует поступать) на «Компьютерные науки и технологии» в ВШЭ — держите разбор.  Кампус запустил совместно с Авито специализацию «Разработка и развитие высоконагруженных систем». На ней учат делать сервисы, которые держат миллионы одновременных запросов и не падают под нагрузкой. Это часть бакалавриата: два года, доступно после второго курса, отбор конкурсный (успеваемость, мотивация, тестирование).  По стеку: Go с нуля (заранее знать не нужно), микросервисная архитектура, распределённые системы, DevOps и нагрузочное тестирование — то есть не только писать код, но и понимать, как он ведёт себя под реальным трафиком.  Практический трек — на настоящих бизнес-задачах Авито, под наставничеством тимлидов, ВКР готовят с экспертами компании. По итогам — шанс побороться за отбор на оплачиваемую стажировку.  Бонус: в кампусе открыли брендированную аудиторию Авито на 100 мест — доступна всем студентам, не только участникам специализации.  Если у вас похожая программа запускается в другом регионе — пишите в комментах, интересно собрать картину.;8774;1;;31101;https://t.me/postupashki;0;0;24;
2026-09-04 11:18:52+00:00;4714;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;**📊**** Как забатать олимпиадную экономику?** Часть 1  До начала учебного года остаётся совсем немного, поэтому собрали маршрут, по которому можно закрывать олимпиадную экономику с нуля. Ниже — первая половина микроэкономики: что должно получаться после каждой темы, где читать теорию и на чём набивать руку.  **1. Начните со спроса и предложения.** Здесь важно научиться складывать индивидуальные функции, восстанавливать их по условию, находить равновесие, избыток и дефицит, учитывать сдвиги кривых и не путать изменение спроса с изменением величины спроса. Теорию удобно читать в [EconGuide Сафронова](https://t.me/postupashkiecon_file/7) на стр. 200–235. Затем отдельно разберите эластичность по [учебнику Рэма](https://t.me/postupashkiecon_file/2) на стр. 184–196: точечную и дуговую эластичность, связь эластичности с выручкой и перекрёстную эластичность. Для практики возьмите [Акимова](https://t.me/postupashkiecon_file/5), стр. 40–78, из [задачника Рэма](https://t.me/postupashkiecon_file/3) — стр. 116 и 146–148, ответы на стр. 125 и 149–150, более обстоятельный добор есть у [Гальперина](https://t.me/postupashkiecon_file/9): условия на стр. 5–6, решения на стр. 7–14. [Тесты](https://t.me/postupashkiecon_file/4) АА на стр. 15–36 и 248–277 лучше оставить для проверки, а не использовать как основной задачник.  **2. После равновесия переходите к производству, издержкам и совершенной конкуренции.** Надо свободно переходить между общими, средними и предельными величинами, восстанавливать TC, VC, FC, AC, AVC и MC, максимизировать прибыль, строить предложение фирмы и понимать условия входа, выхода и закрытия. База есть в [учебнике Рэма](https://t.me/postupashkiecon_file/3) на стр. 48–91, более подробное изложение — в [EconGuide Сафронова](https://t.me/postupashkiecon_file/7) на стр. 157–235. Решайте в [задачнике Рэма](https://t.me/postupashkiecon_file/3) стр. 28–36 и 96–100, сверяясь со стр. 37–47 и 101–107, затем доберите [задачи Акимова](https://t.me/postupashkiecon_file/5) на стр. 79–99. После этого уже можно переходить к [реальным заданиям](https://iloveeconomics.ru/zadachi) муниципального и регионального этапов: учебные задачи дают технику, но именно старые олимпиады учат распознавать модель в непривычном условии.  **3. Следующая обязательная тема — монополия.** Здесь встречаются максимизация прибыли и выручки, налоги и субсидии, регулирование, несколько заводов или рынков, естественная монополия и ценовая дискриминация. Основную теорию читайте у [Рэма](https://t.me/postupashkiecon_file/2) на стр. 99–118, альтернативное изложение — у [Сафронова](https://t.me/postupashkiecon_file/7) на стр. 242–278. В [задачнике Рэма ](https://t.me/postupashkiecon_file/3)решайте стр. 85–92, разборы находятся на стр. 93–95. Когда обычная монополия перестанет вызывать трудности, целиком прочитайте небольшой учебник [Кулешова](https://t.me/postupashkiecon_file/8): он посвящён ценовой дискриминации второй степени и полезен именно как углубление, а не как первое знакомство с темой. [Тесты АА](https://t.me/postupashkiecon_file/4) на стр. 119–143 снова используйте только как контроль. ** 4. Завершает первую часть государственное вмешательство и общественное благосостояние. **Здесь надо уметь считать излишки потребителя и производителя, налоговые поступления и безвозвратные потери, разбирать налоги, субсидии, квоты, потолки и минимумы цен, внешние эффекты и общественные блага. Теория — [учебник Рэма](https://t.me/postupashkiecon_file/2), стр. 131–176. Практика — [задачник Рэма](https://t.me/postupashkiecon_file/3), условия на стр. 116–136 и ответы на стр. 125–145, для сложного добора подойдёт [Гальперин](https://t.me/postupashkiecon_file/9): условия на стр. 93–114, решения на стр. 115–158. [АА](https://t.me/postupashkiecon_file/4), стр. 173–201, оставьте на финальную проверку.  С каждым разделом схема одна: сначала теория и простые задачи, затем все задания Рэма со звёздами * и **, несколько задач *** и после этого 5–8 старых [олимпиадных задач](https://iloveeconomics.ru/zadachi) по той же теме. Если сразу читать решения, ощущение прогресса появится быстрее самого прогресса: к разбору лучше переходить только после полноценной попытки и отдельно выписывать идею, на которой вы застряли.;8181;5;;31101;https://t.me/postupashki;0;1;119;
2026-08-30 07:32:39+00:00;4713;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;"**Как организовать первый семестр**  В посте обсудим, как взять максимум от первого семестра и все закрыть на отлы!   **Сохраняй фокус** Времени катастрофически мало, его не хватит, чтобы разобраться во всем на сто процентов. Твоя цель - это не что-то там заботать, а закрыть экзамены и зачеты. Поэтому первым делом тебе нужно составить небольшой документ, где будут примерные даты зачетов, экзаменов, а также требования по их сдаче, ссылки на программу прошлого года. Тебе нужно все это держать в голове с первого дня учебы.  **Лекции ** Сейчас в интернете найти лекционный материал стало намного проще, тот же самый teach-in, а чат гпт пояснит тебе любой момент. Не нужно тратить время и силы на дорогу, на томное просиживание штанов в душной аудитории, если очный формат - не твой формат. Можно заниматься в комфортной для себя атмосфере. Только не смотри лекции как сериал, конспектируй основные моменты так, будто пишешь билет на экзамен.   **Семинары   ** Вот здесь советую не только ходить, но и активно участвовать в семинарах: выходить к доске и задавать вопросы. Это нужно, чтобы быть в курсе, что вообще происходит на лекциях и куда движется курс занятий, не пропустить важные контрольные. Также на семинарах за активность можно получить дополнительные баллы к экзамену/зачету, а также банально семинарист будет к тебе более лоялен на зачете. Кроме того тебе нужно где-то конектиться и выстраивать социальные связи с товарищами.    **Социальные связи** Просто необходимы, одному учиться будет очень непросто. Товарищей можно попросить прислать тебе конспект лекции, которую сложно найти в интернете, помочь разобрать в какой-то теме, да и банально уточнить какой-то организационный момент. Да и может быть товарищество выльется затем в дружбу или поможет, когда активно начнете строить карьеру. Нередко оффер на работу происходит просто по рекомендации.   **Домашнее задание ** Его нужно обязательно выполнять, хотя бы с чатом гпт. Все эти задачи из ДЗ нужно научиться решать к зачету/экзамену. Поэтому лучше разобраться с какой-то непростой темой здесь и сейчас, чем откладывать на потом, когда пробелы в знаниях породят целую катастрофу. Советую просто найти одногруппника по вайбу и вместе с ним после пар ботать домашку, объясняя друг другу какие-то непростые моменты, валидируя решение и ответ на задачу.   **Профессиональное развитие ** Очень важно хотя бы в первые два семестра держать фокус на учебе, экзаменах, зачетах и разобраться в механике учебы. Но если чувствуешь, что все под контролем, есть время на учебу, спорт, досуг, то можно начать делать небольшие шаги в сторону карьеры. Потому что все таки у ВУЗов цель дать тебе фундамент, а не построить тебе классную карьеру. О том с чего можно начать строить карьеру писал в предыдущем посте [здесь](https://t.me/postupashki/4685). А еще больше материалов по учебе и карьере для студентов в нашем телеграм канале ""[Поступашки - ШАД, Стажировки и Магистратура""  ](http://t.me/postypashki_old)  **Подписаться: ****@postypashki_old**";10697;15;;31101;https://t.me/postupashki;0;0;155;
2026-08-29 10:36:01+00:00;4712;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;**В Москве прошла встреча олимпиадного сообщества**  В офисе [Яндекса](https://t.me/Education_Yandex/2588)[ встретились](https://t.me/Education_Yandex/2588) победители международных олимпиад по программированию и ИИ, призёры Всероссийской олимпиады школьников, их наставники и сотрудники компании, которые сами в прошлом побеждали на олимпиадах. Обсуждали важность командной работы, ошибки и путь, который может продолжиться в исследованиях, технологиях и больших продуктах.  Получилась встреча двух олимпиадных поколений: школьники, только что вернувшиеся с медалями, и разработчики, для которых турниры остались в прошлом, но повлияли на их путь. Когда-то они так же ломали голову над алгоритмами, а сегодня создают технологии будущего.  Олимпиадная медаль только открывает дорогу, но не является конечной целью. Победа в турнире доказывает способность решать сложные задачи, однако настоящая работа начинается после, когда эти навыки применяются в создании реальных технологий. ;9292;5;;31101;https://t.me/postupashki;0;0;22;
2026-08-28 16:33:23+00:00;4711;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;MediaMessage;12002;;;31101;https://t.me/postupashki;0;0;415;
2026-08-28 16:33:23+00:00;4710;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;MediaMessage;13020;;;31101;https://t.me/postupashki;0;0;414;
2026-08-28 16:33:23+00:00;4709;;Поступашки - Олимпиады, ЕГЭ, ДВИ;1181415520;;-1;MediaMessage;12560;;;31101;https://t.me/postupashki;0;0;414;
