date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2026-09-11 13:39:07+00:00;149735;149733;Боталка(Студенты) — Поступашки;1866807276;;1221977918;чо звал сларк;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 12:50:26+00:00;149733;;Боталка(Студенты) — Поступашки;1866807276;;7795951181;Руслан;;1;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 12:24:20+00:00;149730;149724;Боталка(Студенты) — Поступашки;1866807276;;6040373192;🤪;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:46:28+00:00;149728;;Боталка(Студенты) — Поступашки;1866807276;;628017167;Если за 20-30 часов вообще заплатят, то это уже праздник;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:40:12+00:00;149727;149712;Боталка(Студенты) — Поступашки;1866807276;;1125960956;Кншн за 40, 80 за 20-30 часов это много;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:35:43+00:00;149725;149722;Боталка(Студенты) — Поступашки;1866807276;;474815603;В Сбер могу. Можешь в лс написать фио, номер телефона, резюме + ссылка с сайта сбера на интересующую вакансию;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:33:38+00:00;149724;149723;Боталка(Студенты) — Поступашки;1866807276;;654225291;насчет мобилки хз, а вот на мобку можно😎;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:32:50+00:00;149723;149722;Боталка(Студенты) — Поступашки;1866807276;;6040373192;Мне бы на мобилку, куда угодно хоть;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:12:48+00:00;149722;;Боталка(Студенты) — Поступашки;1866807276;;1086504696;Кто может порефить в сбер, втб, яндекс, авито, тбанк и прочие на стажировку?  Позиция: продукт аналитика, бизнес аналитика, системная аналитика, проектный менеджмент, продукт менеджмент и тд;;4;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 11:10:07+00:00;149721;;Боталка(Студенты) — Поступашки;1866807276;;1074575830;У кого недавно были финалы на мл в яндекс, расскажите, пж, что спрашивали;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:52:19+00:00;149720;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Почему тут КД на соо минута;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:50:28+00:00;149719;;Боталка(Студенты) — Поступашки;1866807276;;6739633820;Не на штурм, остальное не важно);;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:50:24+00:00;149718;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;DevOps/DevSecOps/System. administration, в компанию любую в принципе, наверное кроме Яндекса, туда я точно не пройду алгособес;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:49:14+00:00;149717;149716;Боталка(Студенты) — Поступашки;1866807276;;410368686;Ну, в какую компанию, на какой профиль;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:48:20+00:00;149716;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Ну желательно туда где будут платить деньги, иди ты про вакансию?;;1;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:47:26+00:00;149715;149714;Боталка(Студенты) — Поступашки;1866807276;;935597178;а куда;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:46:14+00:00;149714;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Кто-то может рефку на стажку или вакансию закинуть?);;1;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:44:54+00:00;149713;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;К слову;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:42:03+00:00;149712;149711;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Явно не 40, думаю 20-30;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:41:34+00:00;149711;149707;Боталка(Студенты) — Поступашки;1866807276;;1081168275;Вилки скорее всего за 40ч в неделю, а не 20?;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:39:34+00:00;149710;149709;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Где за 80 мтс;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:39:15+00:00;149709;149707;Боталка(Студенты) — Поступашки;1866807276;;1627316505;А в каких они компаниях и направление?;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:31:50+00:00;149708;;Боталка(Студенты) — Поступашки;1866807276;;6739633820;Понял, спасибо;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:29:19+00:00;149707;;Боталка(Студенты) — Поступашки;1866807276;;1450891648;Знакомый один за 60 стажируются другой за 80;;5;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:28:06+00:00;149706;149705;Боталка(Студенты) — Поступашки;1866807276;;1450891648;От региона много зависит и компании;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:26:19+00:00;149705;;Боталка(Студенты) — Поступашки;1866807276;;6739633820;Привет всем, а какой сейчас рынок на стажировку на 20-24 часа, на какую сумму можно рассчитывать?;;1;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 10:03:29+00:00;149703;;Боталка(Студенты) — Поступашки;1866807276;;8512333032;Друзья, всем привет, 19 сентября будет проходить посвят в клубе анима. Кому интересно, пишите, про все расскажу и во всем помогу;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:53:43+00:00;149693;149689;Боталка(Студенты) — Поступашки;1866807276;;1492088617;Хз я конечно не брал, но сам готовился по вебинарам БУ в том числе - мне зашло;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:53:26+00:00;149692;;Боталка(Студенты) — Поступашки;1866807276;;5670134162;понял, учту, спасибо;;0;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:52:08+00:00;149691;149687;Боталка(Студенты) — Поступашки;1866807276;;1492088617;Ну, если отбросить что мне просто лично 100б не нравится, то там человек вместо корректного объяснения обсуждает все на примере с бомжами, наркоманами и т д. Я понимаю шутки и прочее, но их по ощущениям слишком много у него, перегибает палку. Ну как будто математика это не то место где так нужно объяснять  Если как контрпример брать Трушина или МО, то там тоже есть мемчики и шутки, но они в тему и в нормальном количестве Да и в целом, я конечно не знаю как у Ильича, но я не верю что такой человек может объяснить прям полноценно тему, возможно немного залазя в вышмат даже для понимания. Напротив, того же Трушина студенты тоже смотрят с кайфом;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:52:07+00:00;149690;149689;Боталка(Студенты) — Поступашки;1866807276;;8032400502;У школково и русский на любителя если уж честно говорить...;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:51:31+00:00;149689;;Боталка(Студенты) — Поступашки;1866807276;;1731478556;Главное в школково информатику не берите, говорю как их бывший куратор и методист;;2;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:50:39+00:00;149688;149687;Боталка(Студенты) — Поступашки;1866807276;;8032400502;Да норм с ним все, просто подача многим не нравится;;;;12027;https://t.me/botalkaaa;0;0;;
2026-09-11 04:48:49+00:00;149687;149686;Боталка(Студенты) — Поступашки;1866807276;;5670134162;а чо с ильичом не так прост думал курс взять у него, вроде норм (по открытым вебам с ютуба знаю о нем тока);;;;12027;https://t.me/botalkaaa;0;0;;
